"Qubit","T1 (us)","T2 (us)","Frequency (GHz)","Anharmonicity (GHz)","Readout assignment error ","Prob meas0 prep1 ","Prob meas1 prep0 ","Readout length (ns)","ID error ","Z-axis rotation (rz) error ","√x (sx) error ","Pauli-X error ","ECR error ","Gate time (ns)","Operational"
"52","210.32812431951987","105.38521768580631","4.8549693008577375","-0.30959763676674124","0.023681640625","0.01708984375","0.0302734375","1216","0.0003518157832955109","0","0.0003518157832955109","0.0003518157832955109","52_37:0.029892059274391647","52_37:533.3333333333333","true"
"53","286.51625566109357","448.67448585567115","4.767797405057114","-0.3105625096653012","0.09326171875","0.0625","0.1240234375","1216","0.00014434146158764048","0","0.00014434146158764048","0.00014434146158764048","53_60:0.007145628831351586","53_60:533.3333333333333","true"
"54","280.2535332368894","67.05153177029842","4.821582184314347","-0.310411116462148","0.02392578125","0.0283203125","0.01953125","1216","0.00019663766601371648","0","0.00019663766601371648","0.00019663766601371648","54_45:0.0072211515540994975","54_45:533.3333333333333","true"
"55","169.26641222007652","128.22158863664023","4.907517071064688","-0.3099926060240599","0.015625","0.013671875","0.017578125","1216","0.000503558415041985","0","0.000503558415041985","0.000503558415041985","55_49:0.01598836809310364","55_49:533.3333333333333","true"
"56","453.48343484581045","10.681608770499302","4.455280719207545","-0.31803803916063483","0.13916015625","0.26171875","0.0166015625","1216","0.004075653563742506","0","0.004075653563742506","0.004075653563742506","56_57:1;56_52:1","56_57:768;56_52:881.7777777777777","true"
"57","335.3995516030427","63.075276476894864","4.834728763390343","-0.31001546755225406","0.024169921875","0.0205078125","0.02783203125","1216","0.00028916170836844573","0","0.00028916170836844573","0.00028916170836844573","57_58:0.005804039788115473","57_58:533.3333333333333","true"
"58","499.33198389572965","168.66914356226286","4.70882976441127","-0.31366733324274093","0.014404296875","0.0107421875","0.01806640625","1216","0.0000961219020178091","0","0.0000961219020178091","0.0000961219020178091","","","true"
"59","266.6175441003453","314.5381943205774","4.810877573395586","-0.3102363990787504","0.046875","0.01025390625","0.08349609375","1216","0.0002379808137037233","0","0.0002379808137037233","0.0002379808137037233","59_58:0.0044049293473688855;59_60:0.00694785032477141","59_58:533.3333333333333;59_60:533.3333333333333","true"
"60","292.9134605529168","341.8175301289909","4.672390596168365","-0.31324002018211905","0.015869140625","0.0087890625","0.02294921875","1216","0.00009393294255108049","0","0.00009393294255108049","0.00009393294255108049","","","true"
"61","311.2599765473392","227.34543105246178","4.901572525580113","-0.30995863458067757","0.012451171875","0.013671875","0.01123046875","1216","0.00012168696103571841","0","0.00012168696103571841","0.00012168696103571841","61_60:0.004984341469960102;61_62:0.006610047455028745","61_60:533.3333333333333;61_62:533.3333333333333","true"
"62","215.25630520936173","56.352183486445554","4.771260032157799","-0.3109932039506031","0.031494140625","0.0234375","0.03955078125","1216","0.0001338093366266145","0","0.0001338093366266145","0.0001338093366266145","","","true"
"63","273.7364501719606","180.9789172381716","4.994846223402974","-0.308453762666027","0.065185546875","0.009765625","0.12060546875","1216","0.00024464904960632127","0","0.00024464904960632127","0.00024464904960632127","63_62:0.004576151197881934;63_64:0.004461456762033411","63_62:533.3333333333333;63_64:533.3333333333333","true"
"64","239.0450643706125","180.78957975847848","4.878920535735062","-0.31051183745857736","0.05712890625","0.0556640625","0.05859375","1216","1","0","1","1","64_54:0.008218838896094871;64_65:0.008147391586262182","64_54:533.3333333333333;64_65:533.3333333333333","true"
"65","339.5358249832257","221.38031867810054","4.758071596224482","-0.31051573933044047","0.0205078125","0.02294921875","0.01806640625","1216","0.00021382631455354288","0","0.00021382631455354288","0.00021382631455354288","","","true"
"66","305.3626772286897","415.0929718303974","4.809602737363552","-0.3109248312518322","0.01904296875","0.01611328125","0.02197265625","1216","0.0005508439944131265","0","0.0005508439944131265","0.0005508439944131265","66_65:0.007951167435356343","66_65:533.3333333333333","true"
"67","362.79144282150264","295.76396983366436","4.892996616842674","-0.31039200176040205","0.042236328125","0.0625","0.02197265625","1216","0.00014574545515984254","0","0.00014574545515984254","0.00014574545515984254","67_66:0.012740688274370443","67_66:533.3333333333333","true"
"68","414.8256866503777","306.6807211044624","4.741281491792865","-0.31180260683390987","0.048828125","0.09033203125","0.00732421875","1216","0.00030205034359697335","0","0.00030205034359697335","0.00030205034359697335","68_67:0.009551494891827356;68_55:0.011466308157668192","68_67:533.3333333333333;68_55:533.3333333333333","true"
"69","363.0639222267822","32.12978165966192","4.837440358634956","-0.30965408980565917","0.009765625","0.0048828125","0.0146484375","1216","0.00024325488989061526","0","0.00024325488989061526","0.00024325488989061526","69_68:0.0067457077663642395;69_70:0.006920516793858494","69_68:533.3333333333333;69_70:533.3333333333333","true"
"70","218.4335529180844","288.65498006719565","4.7085447650176615","-0.31145025923177105","0.01611328125","0.02099609375","0.01123046875","1216","0.00016101365794745075","0","0.00016101365794745075","0.00016101365794745075","","","true"
"71","287.2838545246502","139.0746841577119","4.846316778905122","-0.3101101834347441","0.0205078125","0.01953125","0.021484375","1216","0.00016424126952542937","0","0.00016424126952542937","0.00016424126952542937","71_58:0.004296477090494161;71_77:0.007633045539019834","71_58:533.3333333333333;71_77:533.3333333333333","true"
"72","251.21940739095854","271.8263981449927","4.874554260967663","-0.30919743263741656","0.04296875","0.056640625","0.029296875","1216","0.00012273172949115113","0","0.00012273172949115113","0.00012273172949115113","72_62:0.00444583867496412","72_62:533.3333333333333","true"
"73","215.18587472792515","160.23353847592503","4.874795501540555","-0.3102390852422053","0.012451171875","0.005859375","0.01904296875","1216","0.00011288918894896963","0","0.00011288918894896963","0.00011288918894896963","73_85:0.004574266954280454;73_66:0.017476440613503064","73_85:533.3333333333333;73_66:533.3333333333333","true"
"74","268.02924451729746","336.47102563205704","4.814376138452513","-0.31129790243600725","0.00390625","0.00439453125","0.00341796875","1216","0.00014213887986871967","0","0.00014213887986871967","0.00014213887986871967","74_70:0.003932312542868216","74_70:533.3333333333333","true"
"75","424.83829989836676","278.09558527238846","4.769010996796239","-0.31042690020941655","0.05419921875","0.06201171875","0.04638671875","1216","0.0001979728967458918","0","0.0001979728967458918","0.0001979728967458918","75_76:0.00522042670223094","75_76:533.3333333333333","true"
"76","279.6881534257444","129.31146539285052","4.7020145046586395","-0.31291705661427394","0.02294921875","0.0166015625","0.029296875","1216","0.00019321937443361986","0","0.00019321937443361986","0.00019321937443361986","","","true"
"77","363.3726675666488","206.2043846497314","4.806556715715765","-0.3107912307043456","0.052001953125","0.013671875","0.09033203125","1216","0.004284711761506992","0","0.004284711761506992","0.004284711761506992","77_76:0.004818940635175156","77_76:533.3333333333333","true"
"78","335.2546930629936","440.4887883052716","4.861098074785548","-0.30955241234604897","0.02197265625","0.021484375","0.0224609375","1216","0.00022186615393040847","0","0.00022186615393040847","0.00022186615393040847","78_77:0.008470381457750753;78_79:0.005702060355439714","78_77:533.3333333333333;78_79:533.3333333333333","true"
"79","201.15292927146234","22.985214847746867","4.786063895488844","-0.31151163662354525","0.01416015625","0.02197265625","0.00634765625","1216","0.00014325335988074899","0","0.00014325335988074899","0.00014325335988074899","79_91:0.025609840907816483","79_91:533.3333333333333","true"
"80","163.7874725667041","214.3795074686014","5.04275765579997","-0.3079238440194016","0.013671875","0.013671875","0.013671875","1216","0.0003226821688408113","0","0.0003226821688408113","0.0003226821688408113","80_81:0.0062384886779675575;80_79:0.006309179116949337","80_81:533.3333333333333;80_79:533.3333333333333","true"
"81","268.8082367365448","165.55314986820906","4.9613945963756585","-0.30881300331410194","0.013916015625","0.00732421875","0.0205078125","1216","0.0001686112557515061","0","0.0001686112557515061","0.0001686112557515061","81_82:0.01630000676521684;81_72:0.003988295729774133","81_82:533.3333333333333;81_72:533.3333333333333","true"
"82","205.64253239902712","223.10126889616686","4.81508160214347","-0.31103172317325406","0.019287109375","0.0068359375","0.03173828125","1216","0.00022494521983490066","0","0.00022494521983490066","0.00022494521983490066","82_83:0.004590613510071756","82_83:533.3333333333333","true"
"83","156.87679477472622","61.637014986830444","4.737886610548107","-0.31352595557444946","0.021728515625","0.01806640625","0.025390625","1216","0.00020878302068777204","0","0.00020878302068777204","0.00020878302068777204","83_84:0.005628064342453831","83_84:533.3333333333333","true"
"84","335.5690491277964","317.0326222248907","4.666030714316259","-0.3133527023161981","0.036865234375","0.0283203125","0.04541015625","1216","0.00010533653391759924","0","0.00010533653391759924","0.00010533653391759924","","","true"
"85","268.87015784057","172.34750183084634","4.74528071971743","-0.3119683812702387","0.03369140625","0.03466796875","0.03271484375","1216","0.00018819398296148341","0","0.00018819398296148341","0.00018819398296148341","85_84:0.003218522298189863","85_84:533.3333333333333","true"
"86","255.39442304280112","269.2485695793719","4.889914157151697","-0.30913746648321616","0.006103515625","0.0068359375","0.00537109375","1216","0.00015665484535545563","0","0.00015665484535545563","0.00015665484535545563","86_85:0.009191617351554854;86_87:0.004390273421799817","86_85:533.3333333333333;86_87:533.3333333333333","true"
"87","245.160566736412","303.51443106620223","4.8244096660356","-0.3099624961358293","0.046875","0.0068359375","0.0869140625","1216","0.0001826673922852738","0","0.0001826673922852738","0.0001826673922852738","87_88:0.007927756123325191","87_88:533.3333333333333","true"
"88","269.8109769999152","98.47970546271607","4.689564383802343","-0.3191806929563948","0.00732421875","0.01025390625","0.00439453125","1216","0.0002335376150299915","0","0.0002335376150299915","0.0002335376150299915","","","true"
"89","288.36853488606795","223.59639353456208","4.947942325594262","-0.30883270351675324","0.023681640625","0.01611328125","0.03125","1216","0.0005756237355914272","0","0.0005756237355914272","0.0005756237355914272","89_88:0.00656649469776277;89_74:0.007243965808515135","89_88:533.3333333333333;89_74:533.3333333333333","true"
"90","289.35439786855954","236.07902090344749","4.803073791115894","-0.3102348928876509","0.01220703125","0.0087890625","0.015625","1216","0.00033634930107294636","0","0.00033634930107294636","0.00033634930107294636","90_94:0.007245411297747112;90_75:0.011719669694439688","90_94:533.3333333333333;90_75:533.3333333333333","true"
"91","280.1873802085838","43.73611031676834","4.893155334802872","-0.30983443429771806","0.02880859375","0.0556640625","0.001953125","1216","0.0016260045107817946","0","0.0016260045107817946","0.0016260045107817946","","","true"
"92","221.62033655373662","276.8497207975157","4.8276757748588075","-0.3103693565337272","0.060546875","0.04150390625","0.07958984375","1216","0.00031700652912328614","0","0.00031700652912328614","0.00031700652912328614","92_83:0.004189674711887692;92_102:0.014687183253112496","92_83:533.3333333333333;92_102:533.3333333333333","true"
"93","333.0662324450796","58.35835140295942","4.910443349652476","-0.30921828977226556","0.00830078125","0.00732421875","0.00927734375","1216","0.00014925316276560637","0","0.00014925316276560637","0.00014925316276560637","93_106:0.004698634147980496;93_87:0.0036972086953691585","93_106:533.3333333333333;93_87:533.3333333333333","true"
"94","322.5017219826563","270.4599206303362","4.719682510962028","-0.3121150063159316","0.01025390625","0.0126953125","0.0078125","1216","0.0003806851189554016","0","0.0003806851189554016","0.0003806851189554016","","","true"
"95","301.36706399204235","175.54144332065772","4.802322465997575","-0.3113439855731095","0.04052734375","0.0712890625","0.009765625","1216","0.0005610897905567317","0","0.0005610897905567317","0.0005610897905567317","95_94:0.007469890565790033;95_96:0.011853895197830977","95_94:533.3333333333333;95_96:533.3333333333333","true"
"96","228.93300922033538","168.9457633219716","4.852638113114284","-0.3071950533738793","0.011962890625","0.0146484375","0.00927734375","1216","0.0003608595143693267","0","0.0003608595143693267","0.0003608595143693267","","","true"
"97","275.1814082984471","254.9504363502451","4.949952469343992","-0.3087084614989645","0.09130859375","0.0048828125","0.177734375","1216","0.00018980948557341425","0","0.00018980948557341425","0.00018980948557341425","97_96:0.0038905701096070278;97_98:0.005181743919700943","97_96:533.3333333333333;97_98:533.3333333333333","true"
"98","256.4060331815765","304.9152252465473","4.774671991118444","-0.31129479497146767","0.013916015625","0.015625","0.01220703125","1216","0.00022824949861851077","0","0.00022824949861851077","0.00022824949861851077","98_91:0.020358745075202828","98_91:533.3333333333333","true"
"99","315.3780498846112","179.05468623500406","4.832449349542567","-0.3102128571403012","0.018310546875","0.00830078125","0.0283203125","1216","0.00022762259876041386","0","0.00022762259876041386","0.00022762259876041386","99_100:0.005225189524461965;99_98:0.008334952005987384","99_100:533.3333333333333;99_98:533.3333333333333","true"
"100","325.48098206927506","481.66595017593085","4.648606824329887","-0.31432473968171126","0.0224609375","0.01025390625","0.03466796875","1216","0.00014722878997623805","0","0.00014722878997623805","0.00014722878997623805","","","true"
"101","164.95841896547273","50.35786288280013","4.844080441379489","-0.31062354929050423","0.02490234375","0.00537109375","0.04443359375","1216","0.00016224115145412486","0","0.00016224115145412486","0.00016224115145412486","101_100:0.0045172995469029975;101_102:0.01351891325721613","101_100:533.3333333333333;101_102:533.3333333333333","true"
"102","273.16116853509214","107.98754829461606","4.786654745328665","-0.31093198650261733","0.06884765625","0.078125","0.0595703125","1216","0.000995881067721465","0","0.000995881067721465","0.000995881067721465","102_103:0.010419556635798216","102_103:533.3333333333333","true"
"103","276.29336007022124","202.0429917402066","4.694669452950802","-0.31225904514446806","0.04248046875","0.00439453125","0.08056640625","1216","0.00027444046101468707","0","0.00027444046101468707","0.00027444046101468707","","","true"
"104","316.21140414178257","251.99484726976294","4.783899683697894","-0.3122310065044028","0.007568359375","0.00634765625","0.0087890625","1216","0.00020795906817550674","0","0.00020795906817550674","0.00020795906817550674","104_103:0.005390203950261435","104_103:533.3333333333333","true"
"105","303.0065371487021","29.478119375167868","4.883439745743127","-0.30991690927064675","0.00927734375","0.0078125","0.0107421875","1216","0.00011357591195938246","0","0.00011357591195938246","0.00011357591195938246","105_104:0.006053092725650827","105_104:533.3333333333333","true"
"106","408.306772737722","352.0874505041417","4.774747577823583","-0.31270542930455303","0.011474609375","0.0146484375","0.00830078125","1216","0.00019622824324409485","0","0.00019622824324409485","0.00019622824324409485","106_105:0.009788605516676624","106_105:533.3333333333333","true"
"107","209.28442441634888","193.77958259458276","4.985872612992395","-0.307441695251335","0.009521484375","0.00927734375","0.009765625","1216","0.0002165051511436138","0","0.0002165051511436138","0.0002165051511436138","107_106:0.005230176395275177;107_108:0.008358557594433241","107_106:533.3333333333333;107_108:533.3333333333333","true"
